transcript_id	intModel	chr	start	end	strand	module
ERV316A3_5p13.3a	ERV3-16A3_I-int	chr5	29386995	29388401	+	turquoise
ERV316A3_5p13.3b	ERV3-16A3_I-int	chr5	29786831	29789693	-	turquoise
ERV316A3_5p13.3d	ERV3-16A3_I-int	chr5	30749381	30756199	-	turquoise
ERV316A3_5p13.3e	ERV3-16A3_I-int	chr5	31500031	31503600	+	turquoise
ERV316A3_5p14.1a	ERV3-16A3_I-int	chr5	25025977	25027317	-	turquoise
ERV316A3_5p14.1b	ERV3-16A3_I-int	chr5	25094323	25097831	-	turquoise
ERV316A3_5p14.1c	ERV3-16A3_I-int	chr5	25223289	25224739	+	turquoise
ERV316A3_5p14.1d	ERV3-16A3_I-int	chr5	27062218	27064330	+	turquoise
ERV316A3_5p14.2a	ERV3-16A3_I-int	chr5	23439026	23441097	-	turquoise
ERV316A3_5p14.2b	ERV3-16A3_I-int	chr5	23759825	23763489	+	turquoise
ERV316A3_5p14.3a	ERV3-16A3_I-int	chr5	18516847	18517981	-	turquoise
ERV316A3_5p14.3c	ERV3-16A3_I-int	chr5	18519474	18521830	-	turquoise
ERV316A3_5p14.3d	ERV3-16A3_I-int	chr5	18595846	18602210	+	turquoise
ERV316A3_5p14.3e	ERV3-16A3_I-int	chr5	19001542	19004680	-	turquoise
ERV316A3_5p14.3f	ERV3-16A3_I-int	chr5	21103390	21105567	+	turquoise
ERV316A3_5p14.3g	ERV3-16A3_I-int	chr5	22879007	22881020	+	turquoise
ERV316A3_5p14.3h	ERV3-16A3_I-int	chr5	23025611	23027969	-	turquoise
ERV316A3_5p14.3i	ERV3-16A3_I-int	chr5	23074594	23077216	-	turquoise
ERV316A3_5p14.3j	ERV3-16A3_I-int	chr5	23084718	23089581	-	turquoise
ERV316A3_5p14.3k	ERV3-16A3_I-int	chr5	23253038	23258967	+	turquoise
ERV316A3_5p15.1a	ERV3-16A3_I-int	chr5	15220672	15222854	-	turquoise
ERV316A3_5p15.1b	ERV3-16A3_I-int	chr5	15303708	15304316	+	turquoise
ERV316A3_5p15.1d	ERV3-16A3_I-int	chr5	18082406	18085783	+	turquoise
ERV316A3_5p15.1e	ERV3-16A3_I-int	chr5	18085818	18086746	+	turquoise
ERV316A3_5p15.2c	ERV3-16A3_I-int	chr5	13237989	13239596	-	turquoise
ERV316A3_5p15.2d	ERV3-16A3_I-int	chr5	13413442	13416394	-	turquoise
ERV316A3_5p15.2e	ERV3-16A3_I-int	chr5	13422785	13424300	-	turquoise
ERV316A3_5p15.2f	ERV3-16A3_I-int	chr5	13468906	13469948	+	turquoise
ERV316A3_5p15.31	ERV3-16A3_I-int	chr5	7879635	7882319	-	turquoise
ERV316A3_5p15.32a	ERV3-16A3_I-int	chr5	4534519	4540889	+	turquoise
ERV316A3_5p15.32b	ERV3-16A3_I-int	chr5	4783978	4786072	+	turquoise
ERV316A3_5p15.32c	ERV3-16A3_I-int	chr5	5032844	5034464	-	turquoise
ERV316A3_5p15.32d	ERV3-16A3_I-int	chr5	5598492	5601157	-	turquoise
ERV316A3_5q11.1	ERV3-16A3_I-int	chr5	51356075	51358262	+	turquoise
ERV316A3_5q11.2a	ERV3-16A3_I-int	chr5	52285001	52286838	+	turquoise
ERV316A3_5q11.2b	ERV3-16A3_I-int	chr5	52287446	52290115	+	turquoise
ERV316A3_5q11.2c	ERV3-16A3_I-int	chr5	53153414	53157627	-	turquoise
ERV316A3_5q11.2d	ERV3-16A3_I-int	chr5	53259162	53265410	-	turquoise
ERV316A3_5q11.2g	ERV3-16A3_I-int	chr5	55068803	55071639	-	turquoise
ERV316A3_5q11.2h	ERV3-16A3_I-int	chr5	55793265	55794016	-	turquoise
ERV316A3_5q11.2j	ERV3-16A3_I-int	chr5	57641569	57642412	+	turquoise
ERV316A3_5q11.2k	ERV3-16A3_I-int	chr5	57854923	57857442	-	turquoise
ERV316A3_5q12.1b	ERV3-16A3_I-int	chr5	61172131	61174398	+	turquoise
ERV316A3_5q12.1d	ERV3-16A3_I-int	chr5	61886661	61887929	-	turquoise
ERV316A3_5q12.1e	ERV3-16A3_I-int	chr5	62100486	62101691	+	turquoise
ERV316A3_5q12.1f	ERV3-16A3_I-int	chr5	62108696	62110771	+	turquoise
ERV316A3_5q12.3a	ERV3-16A3_I-int	chr5	64096805	64099692	-	turquoise
ERV316A3_5q12.3c	ERV3-16A3_I-int	chr5	65120559	65123334	+	turquoise
ERV316A3_5q12.3d	ERV3-16A3_I-int	chr5	65886720	65888891	-	turquoise
ERV316A3_5q12.3e	ERV3-16A3_I-int	chr5	67374999	67376628	+	turquoise
ERV316A3_5q13.1	ERV3-16A3_I-int	chr5	67672538	67674659	-	turquoise
ERV316A3_5q13.2a	ERV3-16A3_I-int	chr5	71815204	71817568	-	turquoise
ERV316A3_5q13.2b	ERV3-16A3_I-int	chr5	71964788	71967151	-	turquoise
ERV316A3_5q13.2c	ERV3-16A3_I-int	chr5	71984718	71989999	+	turquoise
ERV316A3_5q13.2d	ERV3-16A3_I-int	chr5	71996929	72000851	+	turquoise
ERV316A3_5q13.3c	ERV3-16A3_I-int	chr5	77133891	77135356	+	turquoise
ERV316A3_5q14.1	ERV3-16A3_I-int	chr5	79228212	79231720	+	turquoise
ERV316A3_5q14.2	ERV3-16A3_I-int	chr5	82703975	82707538	-	turquoise
ERV316A3_5q14.3b	ERV3-16A3_I-int	chr5	85095940	85097356	-	turquoise
ERV316A3_5q14.3c	ERV3-16A3_I-int	chr5	85438901	85442542	+	turquoise
ERV316A3_5q14.3d	ERV3-16A3_I-int	chr5	85934428	85938321	+	turquoise
ERV316A3_5q14.3e	ERV3-16A3_I-int	chr5	86999875	87003125	-	turquoise
ERV316A3_5q14.3f	ERV3-16A3_I-int	chr5	87987779	87990484	+	turquoise
ERV316A3_5q14.3g	ERV3-16A3_I-int	chr5	89487892	89495921	+	turquoise
ERV316A3_5q14.3h	ERV3-16A3_I-int	chr5	89990585	89994670	-	turquoise
ERV316A3_5q14.3j	ERV3-16A3_I-int	chr5	90670326	90671542	+	turquoise
ERV316A3_5q15a	ERV3-16A3_I-int	chr5	96058097	96063559	+	turquoise
ERV316A3_5q15c	ERV3-16A3_I-int	chr5	97186903	97187859	+	turquoise
ERV316A3_5q15d	ERV3-16A3_I-int	chr5	98413130	98415981	-	turquoise
ERV316A3_5q15e	ERV3-16A3_I-int	chr5	98486057	98491837	+	turquoise
ERV316A3_5q21.1a	ERV3-16A3_I-int	chr5	98944571	98947229	-	turquoise
ERV316A3_5q21.1b	ERV3-16A3_I-int	chr5	99842677	99844867	-	turquoise
ERV316A3_5q21.1c	ERV3-16A3_I-int	chr5	101483797	101486830	+	turquoise
ERV316A3_5q21.2a	ERV3-16A3_I-int	chr5	103623073	103625763	-	turquoise
ERV316A3_5q21.2b	ERV3-16A3_I-int	chr5	104742150	104747099	+	turquoise
ERV316A3_5q21.2c	ERV3-16A3_I-int	chr5	104772287	104774091	-	turquoise
ERV316A3_5q21.2d	ERV3-16A3_I-int	chr5	105021251	105022827	-	turquoise
ERV316A3_5q21.3a	ERV3-16A3_I-int	chr5	107306016	107308065	+	turquoise
ERV316A3_5q21.3c	ERV3-16A3_I-int	chr5	108672657	108673962	+	turquoise
ERV316A3_5q22.2a	ERV3-16A3_I-int	chr5	113707793	113708744	+	turquoise
ERV316A3_5q22.2b	ERV3-16A3_I-int	chr5	113708768	113709991	-	turquoise
ERV316A3_5q23.1a	ERV3-16A3_I-int	chr5	115921469	115926292	+	turquoise
ERV316A3_5q23.1b	ERV3-16A3_I-int	chr5	116627992	116630268	+	turquoise
ERV316A3_5q23.1c	ERV3-16A3_I-int	chr5	117181390	117185208	-	turquoise
ERV316A3_5q23.1d	ERV3-16A3_I-int	chr5	117326284	117332767	+	turquoise
ERV316A3_5q23.1f	ERV3-16A3_I-int	chr5	118305737	118307313	-	turquoise
ERV316A3_5q23.1g	ERV3-16A3_I-int	chr5	119995361	119997408	-	turquoise
ERV316A3_5q23.1h	ERV3-16A3_I-int	chr5	120449148	120450529	+	turquoise
ERV316A3_5q23.1i	ERV3-16A3_I-int	chr5	121792454	121793187	+	turquoise
ERV316A3_5q23.2a	ERV3-16A3_I-int	chr5	122652871	122653322	-	turquoise
ERV316A3_5q23.2b	ERV3-16A3_I-int	chr5	124927966	124933483	-	turquoise
ERV316A3_5q23.2d	ERV3-16A3_I-int	chr5	125959336	125961742	+	turquoise
ERV316A3_5q23.2e	ERV3-16A3_I-int	chr5	126676843	126680468	+	turquoise
ERV316A3_5q23.2f	ERV3-16A3_I-int	chr5	127114902	127123399	+	turquoise
ERV316A3_5q23.2g	ERV3-16A3_I-int	chr5	127852336	127853268	-	turquoise
ERV316A3_5q23.3a	ERV3-16A3_I-int	chr5	129088928	129090254	-	turquoise
ERV316A3_5q23.3b	ERV3-16A3_I-int	chr5	129439362	129441828	+	turquoise
ERV316A3_5q23.3c	ERV3-16A3_I-int	chr5	129856923	129861613	+	turquoise
ERV316A3_5q23.3d	ERV3-16A3_I-int	chr5	131064049	131065413	-	turquoise
ERV316A3_5q31.1a	ERV3-16A3_I-int	chr5	131606973	131611288	+	turquoise
ERV316A3_5q31.1b	ERV3-16A3_I-int	chr5	134273494	134276817	-	turquoise
ERV316A3_5q31.1c	ERV3-16A3_I-int	chr5	136369855	136375660	+	turquoise
ERV316A3_5q31.3a	ERV3-16A3_I-int	chr5	141272549	141274064	+	turquoise
ERV316A3_5q31.3b	ERV3-16A3_I-int	chr5	141275576	141280667	+	turquoise
ERV316A3_5q31.3c	ERV3-16A3_I-int	chr5	142727807	142735305	-	turquoise
ERV316A3_5q31.3d	ERV3-16A3_I-int	chr5	144840839	144843864	-	turquoise
ERV316A3_5q32	ERV3-16A3_I-int	chr5	147460752	147464826	+	turquoise
ERV316A3_5q33.1	ERV3-16A3_I-int	chr5	152504339	152506682	-	turquoise
ERV316A3_5q33.2a	ERV3-16A3_I-int	chr5	155336711	155339111	+	turquoise
ERV316A3_5q33.2b	ERV3-16A3_I-int	chr5	155692775	155695965	-	turquoise
ERV316A3_5q34a	ERV3-16A3_I-int	chr5	163229546	163231206	-	turquoise
ERV316A3_5q34b	ERV3-16A3_I-int	chr5	168605545	168606894	-	turquoise
ERV316A3_5q35.2a	ERV3-16A3_I-int	chr5	174006800	174009108	+	turquoise
ERV316A3_5q35.2b	ERV3-16A3_I-int	chr5	175901724	175907757	+	turquoise
ERV316A3_5q35.3a	ERV3-16A3_I-int	chr5	177931460	177936750	-	turquoise
ERV316A3_6p12.2	ERV3-16A3_I-int	chr6	52322920	52324727	-	turquoise
ERV316A3_6p12.3a	ERV3-16A3_I-int	chr6	47152770	47156944	-	turquoise
ERV316A3_6p12.3b	ERV3-16A3_I-int	chr6	48599818	48604298	-	turquoise
ERV316A3_6p12.3c	ERV3-16A3_I-int	chr6	49065537	49070971	+	turquoise
ERV316A3_6p21.2a	ERV3-16A3_I-int	chr6	38660109	38662217	+	turquoise
ERV316A3_6p21.2c	ERV3-16A3_I-int	chr6	40112545	40116908	+	turquoise
ERV316A3_6p21.2d	ERV3-16A3_I-int	chr6	40123126	40126514	+	turquoise
ERV316A3_6p21.33a	ERV3-16A3_I-int	chr6	31300558	31302000	+	turquoise
ERV316A3_6p21.33b	ERV3-16A3_I-int	chr6	31383746	31387283	-	turquoise
ERV316A3_6p21.33c	ERV3-16A3_I-int	chr6	31463420	31469043	-	turquoise
ERV316A3_6p22.1b	ERV3-16A3_I-int	chr6	28342079	28347246	+	turquoise
ERV316A3_6p22.1c	ERV3-16A3_I-int	chr6	28454462	28455650	-	turquoise
ERV316A3_6p22.1d	ERV3-16A3_I-int	chr6	29209120	29212517	+	turquoise
ERV316A3_6p22.1e	ERV3-16A3_I-int	chr6	29404359	29405943	+	turquoise
ERV316A3_6p22.1f	ERV3-16A3_I-int	chr6	29579631	29584117	-	turquoise
ERV316A3_6p22.1g	ERV3-16A3_I-int	chr6	29710867	29715028	+	turquoise
ERV316A3_6p22.1h	ERV3-16A3_I-int	chr6	29767822	29772967	+	turquoise
ERV316A3_6p22.1j	ERV3-16A3_I-int	chr6	29815953	29818692	+	turquoise
ERV316A3_6p22.1k	ERV3-16A3_I-int	chr6	29868623	29874102	+	turquoise
ERV316A3_6p22.1l	ERV3-16A3_I-int	chr6	29892311	29893557	+	turquoise
ERV316A3_6p22.1m	ERV3-16A3_I-int	chr6	29912749	29918216	+	turquoise
ERV316A3_6p22.1n	ERV3-16A3_I-int	chr6	29946920	29950412	+	turquoise
ERV316A3_6p22.1o	ERV3-16A3_I-int	chr6	29997951	30003286	+	turquoise
ERV316A3_6p22.1p	ERV3-16A3_I-int	chr6	30276058	30277473	+	turquoise
ERV316A3_6p22.2	ERV3-16A3_I-int	chr6	25838435	25840551	-	turquoise
ERV316A3_6p22.3a	ERV3-16A3_I-int	chr6	17265730	17270638	+	turquoise
ERV316A3_6p22.3b	ERV3-16A3_I-int	chr6	19363924	19367993	-	turquoise
ERV316A3_6p22.3c	ERV3-16A3_I-int	chr6	19372094	19375716	+	turquoise
ERV316A3_6p22.3d	ERV3-16A3_I-int	chr6	23241607	23243932	+	turquoise
ERV316A3_6p22.3e	ERV3-16A3_I-int	chr6	23593549	23599770	-	turquoise
ERV316A3_6p22.3f	ERV3-16A3_I-int	chr6	24163042	24166457	-	turquoise
ERV316A3_6p23	ERV3-16A3_I-int	chr6	14563152	14566549	+	turquoise
ERV316A3_6p24.3a	ERV3-16A3_I-int	chr6	7657086	7661464	-	turquoise
ERV316A3_6p24.3b	ERV3-16A3_I-int	chr6	9414073	9416206	+	turquoise
ERV316A3_6p25.1a	ERV3-16A3_I-int	chr6	4239967	4241334	+	turquoise
ERV316A3_6p25.1c	ERV3-16A3_I-int	chr6	5897965	5900536	-	turquoise
ERV316A3_6p25.1d	ERV3-16A3_I-int	chr6	6688741	6691684	+	turquoise
ERV316A3_6p25.2b	ERV3-16A3_I-int	chr6	2591793	2596633	+	turquoise
ERV316A3_6p25.2c	ERV3-16A3_I-int	chr6	3252869	3256853	-	turquoise
ERV316A3_6p25.3b	ERV3-16A3_I-int	chr6	1020026	1024272	-	turquoise
ERV316A3_6q11.1	ERV3-16A3_I-int	chr6	61620600	61625817	+	turquoise
ERV316A3_6q12a	ERV3-16A3_I-int	chr6	63236399	63239138	+	turquoise
ERV316A3_6q12b	ERV3-16A3_I-int	chr6	64828382	64831186	+	turquoise
ERV316A3_6q12c	ERV3-16A3_I-int	chr6	66348717	66350527	+	turquoise
ERV316A3_6q12d	ERV3-16A3_I-int	chr6	66725879	66727132	+	turquoise
ERV316A3_6q12e	ERV3-16A3_I-int	chr6	67046998	67049342	-	turquoise
ERV316A3_6q12f	ERV3-16A3_I-int	chr6	67976063	67981751	-	turquoise
ERV316A3_6q12g	ERV3-16A3_I-int	chr6	67993156	67998715	+	turquoise
ERV316A3_6q13a	ERV3-16A3_I-int	chr6	71103669	71105878	-	turquoise
ERV316A3_6q13b	ERV3-16A3_I-int	chr6	73286914	73288329	+	turquoise
ERV316A3_6q14.1a	ERV3-16A3_I-int	chr6	77149660	77152315	+	turquoise
ERV316A3_6q14.1b	ERV3-16A3_I-int	chr6	78053330	78054727	-	turquoise
ERV316A3_6q14.1e	ERV3-16A3_I-int	chr6	81475199	81480616	-	turquoise
ERV316A3_6q14.2	ERV3-16A3_I-int	chr6	83310141	83312525	+	turquoise
ERV316A3_6q14.3a	ERV3-16A3_I-int	chr6	84235212	84236368	+	turquoise
ERV316A3_6q14.3b	ERV3-16A3_I-int	chr6	84240138	84242945	+	turquoise
ERV316A3_6q14.3c	ERV3-16A3_I-int	chr6	84799340	84801555	-	turquoise
ERV316A3_6q14.3d	ERV3-16A3_I-int	chr6	86487105	86490539	+	turquoise
ERV316A3_6q14.3e	ERV3-16A3_I-int	chr6	86739089	86744439	-	turquoise
ERV316A3_6q15a	ERV3-16A3_I-int	chr6	89543388	89545528	-	turquoise
ERV316A3_6q15b	ERV3-16A3_I-int	chr6	90417070	90420287	-	turquoise
ERV316A3_6q16.1a	ERV3-16A3_I-int	chr6	93837870	93842822	+	turquoise
ERV316A3_6q16.1b	ERV3-16A3_I-int	chr6	94107416	94109509	-	turquoise
ERV316A3_6q16.1c	ERV3-16A3_I-int	chr6	96459409	96460877	+	turquoise
ERV316A3_6q16.1d	ERV3-16A3_I-int	chr6	97724841	97725981	+	turquoise
ERV316A3_6q16.1e	ERV3-16A3_I-int	chr6	98091032	98092646	-	turquoise
ERV316A3_6q16.2	ERV3-16A3_I-int	chr6	99070246	99072679	+	turquoise
ERV316A3_6q16.3b	ERV3-16A3_I-int	chr6	102257665	102261073	-	turquoise
ERV316A3_6q21a	ERV3-16A3_I-int	chr6	105450678	105451787	+	turquoise
ERV316A3_6q21b	ERV3-16A3_I-int	chr6	109688599	109689756	+	turquoise
ERV316A3_6q21c	ERV3-16A3_I-int	chr6	110091041	110092078	+	turquoise
ERV316A3_6q21d	ERV3-16A3_I-int	chr6	112005510	112006924	-	turquoise
ERV316A3_6q22.1a	ERV3-16A3_I-int	chr6	114651846	114653791	+	turquoise
ERV316A3_6q22.1b	ERV3-16A3_I-int	chr6	117049587	117055075	-	turquoise
ERV316A3_6q22.1c	ERV3-16A3_I-int	chr6	117222732	117228538	-	turquoise
ERV316A3_6q22.1d	ERV3-16A3_I-int	chr6	117280647	117283625	-	turquoise
ERV316A3_6q22.31b	ERV3-16A3_I-int	chr6	119092566	119093946	-	turquoise
ERV316A3_6q22.31c	ERV3-16A3_I-int	chr6	122156366	122158710	-	turquoise
ERV316A3_6q22.31d	ERV3-16A3_I-int	chr6	123710909	123713878	+	turquoise
ERV316A3_6q22.31e	ERV3-16A3_I-int	chr6	123720896	123722803	+	turquoise
ERV316A3_6q22.31f	ERV3-16A3_I-int	chr6	124328507	124330699	-	turquoise
ERV316A3_6q22.31g	ERV3-16A3_I-int	chr6	124439889	124443608	-	turquoise
ERV316A3_6q22.31h	ERV3-16A3_I-int	chr6	125510375	125511281	+	turquoise
ERV316A3_6q22.33	ERV3-16A3_I-int	chr6	127704172	127706078	+	turquoise
ERV316A3_6q23.2a	ERV3-16A3_I-int	chr6	131782176	131783854	+	turquoise
ERV316A3_6q23.2b	ERV3-16A3_I-int	chr6	132160779	132164412	+	turquoise
ERV316A3_6q23.3a	ERV3-16A3_I-int	chr6	135569650	135574376	+	turquoise
ERV316A3_6q23.3b	ERV3-16A3_I-int	chr6	138026947	138028628	+	turquoise
ERV316A3_6q24.1a	ERV3-16A3_I-int	chr6	138414701	138420870	+	turquoise
ERV316A3_6q24.1c	ERV3-16A3_I-int	chr6	138998462	139000534	+	turquoise
ERV316A3_6q24.1d	ERV3-16A3_I-int	chr6	141023967	141027475	+	turquoise
ERV316A3_6q24.1e	ERV3-16A3_I-int	chr6	141051398	141054393	+	turquoise
ERV316A3_6q24.1g	ERV3-16A3_I-int	chr6	141204309	141210559	-	turquoise
ERV316A3_6q24.1h	ERV3-16A3_I-int	chr6	141853079	141856872	-	turquoise
ERV316A3_6q24.2a	ERV3-16A3_I-int	chr6	142526409	142528367	-	turquoise
ERV316A3_6q24.2b	ERV3-16A3_I-int	chr6	145053170	145059928	+	turquoise
ERV316A3_6q24.3a	ERV3-16A3_I-int	chr6	146197487	146201059	-	turquoise
ERV316A3_6q25.1b	ERV3-16A3_I-int	chr6	149150909	149153287	+	turquoise
ERV316A3_6q25.1c	ERV3-16A3_I-int	chr6	149425042	149429091	-	turquoise
ERV316A3_6q25.1d	ERV3-16A3_I-int	chr6	149920275	149922207	+	turquoise
ERV316A3_6q25.1g	ERV3-16A3_I-int	chr6	150002113	150003708	+	turquoise
ERV316A3_6q25.1i	ERV3-16A3_I-int	chr6	150468888	150471458	-	turquoise
ERV316A3_6q25.2a	ERV3-16A3_I-int	chr6	153319345	153321133	+	turquoise
ERV316A3_6q25.2c	ERV3-16A3_I-int	chr6	153603339	153605575	-	turquoise
ERV316A3_6q25.2d	ERV3-16A3_I-int	chr6	153844141	153847738	-	turquoise
ERV316A3_6q25.2e	ERV3-16A3_I-int	chr6	154146796	154148845	-	turquoise
ERV316A3_6q25.3	ERV3-16A3_I-int	chr6	160318599	160322116	+	turquoise
ERV316A3_6q26a	ERV3-16A3_I-int	chr6	161376690	161379814	+	turquoise
ERV316A3_7p12.1e	ERV3-16A3_I-int	chr7	53637963	53638954	+	turquoise
ERV316A3_7p13a	ERV3-16A3_I-int	chr7	45050816	45054421	-	turquoise
ERV316A3_7p14.1b	ERV3-16A3_I-int	chr7	41933917	41936920	+	turquoise
ERV316A3_7p14.3	ERV3-16A3_I-int	chr7	34772796	34775289	-	turquoise
ERV316A3_7p15.3a	ERV3-16A3_I-int	chr7	22099082	22102480	-	turquoise
ERV316A3_7p15.3b	ERV3-16A3_I-int	chr7	22656846	22661312	+	turquoise
ERV316A3_7p21.2a	ERV3-16A3_I-int	chr7	14309582	14310850	+	turquoise
ERV316A3_7p21.2d	ERV3-16A3_I-int	chr7	15036204	15039152	-	turquoise
ERV316A3_7p21.3b	ERV3-16A3_I-int	chr7	9883126	9884418	-	turquoise
ERV316A3_7p21.3c	ERV3-16A3_I-int	chr7	10302368	10303915	-	turquoise
ERV316A3_7q11.22	ERV3-16A3_I-int	chr7	68341498	68343492	-	turquoise
ERV316A3_7q21.11a	ERV3-16A3_I-int	chr7	79652420	79654628	+	turquoise
ERV316A3_7q21.11b	ERV3-16A3_I-int	chr7	80244753	80250006	-	turquoise
ERV316A3_7q21.11d	ERV3-16A3_I-int	chr7	80519439	80526809	-	turquoise
ERV316A3_7q21.11e	ERV3-16A3_I-int	chr7	81188548	81191353	+	turquoise
ERV316A3_7q21.11f	ERV3-16A3_I-int	chr7	82056197	82058328	+	turquoise
ERV316A3_7q21.11g	ERV3-16A3_I-int	chr7	82743879	82748076	+	turquoise
ERV316A3_7q21.11h	ERV3-16A3_I-int	chr7	83872564	83875793	+	turquoise
ERV316A3_7q21.11i	ERV3-16A3_I-int	chr7	85903379	85906751	-	turquoise
ERV316A3_7q21.11k	ERV3-16A3_I-int	chr7	86411908	86416011	+	turquoise
ERV316A3_7q21.12a	ERV3-16A3_I-int	chr7	87125631	87127325	+	turquoise
ERV316A3_7q21.12b	ERV3-16A3_I-int	chr7	87910895	87915022	-	turquoise
ERV316A3_7q21.13	ERV3-16A3_I-int	chr7	90462841	90467565	-	turquoise
ERV316A3_7q21.3a	ERV3-16A3_I-int	chr7	94073652	94077152	+	turquoise
ERV316A3_7q21.3b	ERV3-16A3_I-int	chr7	94563686	94566141	-	turquoise
ERV316A3_7q21.3c	ERV3-16A3_I-int	chr7	96100026	96103376	+	turquoise
ERV316A3_7q31.1a	ERV3-16A3_I-int	chr7	109027824	109029145	-	turquoise
ERV316A3_7q31.1b	ERV3-16A3_I-int	chr7	109145877	109148264	+	turquoise
ERV316A3_7q31.1c	ERV3-16A3_I-int	chr7	109956656	109963216	+	turquoise
ERV316A3_7q31.1d	ERV3-16A3_I-int	chr7	110528040	110529381	-	turquoise
ERV316A3_7q31.1e	ERV3-16A3_I-int	chr7	112364075	112370656	-	turquoise
ERV316A3_7q31.1f	ERV3-16A3_I-int	chr7	113672921	113676680	+	turquoise
ERV316A3_7q31.2	ERV3-16A3_I-int	chr7	115613723	115619231	-	turquoise
ERV316A3_7q31.31a	ERV3-16A3_I-int	chr7	117946424	117950048	+	turquoise
ERV316A3_7q31.31b	ERV3-16A3_I-int	chr7	118368793	118372859	-	turquoise
ERV316A3_7q31.31c	ERV3-16A3_I-int	chr7	118462895	118463871	+	turquoise
ERV316A3_7q31.31d	ERV3-16A3_I-int	chr7	118697863	118700223	-	turquoise
ERV316A3_7q31.31e	ERV3-16A3_I-int	chr7	120229043	120234206	+	turquoise
ERV316A3_7q31.32b	ERV3-16A3_I-int	chr7	123008258	123011170	+	turquoise
ERV316A3_7q31.32c	ERV3-16A3_I-int	chr7	123031956	123036582	+	turquoise
ERV316A3_7q31.33b	ERV3-16A3_I-int	chr7	125717870	125719088	+	turquoise
ERV316A3_7q31.33c	ERV3-16A3_I-int	chr7	126052179	126052730	+	turquoise
ERV316A3_7q32.1	ERV3-16A3_I-int	chr7	127541696	127544074	+	turquoise
ERV316A3_7q33d	ERV3-16A3_I-int	chr7	137631483	137636635	+	turquoise
ERV316A3_7q34a	ERV3-16A3_I-int	chr7	139112301	139113489	-	turquoise
ERV316A3_7q34b	ERV3-16A3_I-int	chr7	139113546	139117916	-	turquoise
ERV316A3_7q34d	ERV3-16A3_I-int	chr7	143013149	143015161	-	turquoise
ERV316A3_7q35a	ERV3-16A3_I-int	chr7	144975742	144977674	+	turquoise
ERV316A3_7q35b	ERV3-16A3_I-int	chr7	145122385	145124984	-	turquoise
ERV316A3_7q36.1a	ERV3-16A3_I-int	chr7	150257200	150259082	+	turquoise
ERV316A3_7q36.1c	ERV3-16A3_I-int	chr7	151949508	151951823	+	turquoise
ERV316A3_7q36.2a	ERV3-16A3_I-int	chr7	153604689	153607835	-	turquoise
ERV316A3_7q36.2b	ERV3-16A3_I-int	chr7	153666797	153669712	+	turquoise
ERV316A3_7q36.2d	ERV3-16A3_I-int	chr7	155060426	155062430	-	turquoise
ERV316A3_7q36.2e	ERV3-16A3_I-int	chr7	155063546	155066939	-	turquoise
ERV316A3_7q36.3b	ERV3-16A3_I-int	chr7	156189789	156194382	-	turquoise
ERV316A3_7q36.3c	ERV3-16A3_I-int	chr7	156536513	156538045	-	turquoise
ERV316A3_8p11.21	ERV3-16A3_I-int	chr8	41416063	41417950	+	turquoise
ERV316A3_8p11.22b	ERV3-16A3_I-int	chr8	39670778	39673033	+	turquoise
ERV316A3_8p11.22c	ERV3-16A3_I-int	chr8	39774888	39776449	-	turquoise
ERV316A3_8p11.23a	ERV3-16A3_I-int	chr8	36710316	36712611	-	turquoise
ERV316A3_8p12a	ERV3-16A3_I-int	chr8	30978133	30979880	-	turquoise
ERV316A3_8p12b	ERV3-16A3_I-int	chr8	30987942	30989511	+	turquoise
ERV316A3_8p12c	ERV3-16A3_I-int	chr8	30989553	30991768	+	turquoise
ERV316A3_8p12d	ERV3-16A3_I-int	chr8	31348108	31350425	+	turquoise
ERV316A3_8p12e	ERV3-16A3_I-int	chr8	31541928	31546982	-	turquoise
ERV316A3_8p12f	ERV3-16A3_I-int	chr8	32951528	32953770	-	turquoise
ERV316A3_8p12g	ERV3-16A3_I-int	chr8	33384075	33385599	+	turquoise
ERV316A3_8p12h	ERV3-16A3_I-int	chr8	33946908	33949847	+	turquoise
ERV316A3_8p12i	ERV3-16A3_I-int	chr8	34034527	34036168	-	turquoise
ERV316A3_8p21.2a	ERV3-16A3_I-int	chr8	24801681	24802697	-	turquoise
ERV316A3_8p21.2b	ERV3-16A3_I-int	chr8	26060078	26066891	-	turquoise
ERV316A3_8p21.3c	ERV3-16A3_I-int	chr8	20488725	20491805	-	turquoise
ERV316A3_8p21.3d	ERV3-16A3_I-int	chr8	21063247	21068543	+	turquoise
ERV316A3_8p21.3e	ERV3-16A3_I-int	chr8	21281908	21288297	+	turquoise
ERV316A3_8p21.3f	ERV3-16A3_I-int	chr8	21513848	21516552	-	turquoise
ERV316A3_8p21.3g	ERV3-16A3_I-int	chr8	21602749	21609595	+	turquoise
ERV316A3_8p22a	ERV3-16A3_I-int	chr8	13750377	13754086	+	turquoise
ERV316A3_8p22b	ERV3-16A3_I-int	chr8	14337089	14338154	+	turquoise
ERV316A3_8p22c	ERV3-16A3_I-int	chr8	15494268	15496771	-	turquoise
ERV316A3_8p22e	ERV3-16A3_I-int	chr8	16024842	16026202	-	turquoise
ERV316A3_8p22f	ERV3-16A3_I-int	chr8	16504465	16505806	-	turquoise
ERV316A3_8p22g	ERV3-16A3_I-int	chr8	16964142	16966917	+	turquoise
