"epigenome","tissue","erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","enhancer_start","enhancer_end","enhancer_state"
"E100","Psoas muscle","chr12_96236759_96237190_MLT1C","chr12",96236759,96237190,432,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.7,96235023,96238422,"EnhA2"
"E100","Psoas muscle","chr12_96255582_96255740_MER4E","chr12",96255582,96255740,159,"-","MER4E","ERV1","LTR_or_other",3.8,96254623,96255622,"EnhA2"
"E100","Psoas muscle","chr12_98439441_98440109_LTR78B","chr12",98439441,98440109,669,"-","LTR78B","ERV1","LTR_or_other",34,98439423,98440022,"EnhA2"
"E100","Psoas muscle","chr12_98512378_98512485_MER4A","chr12",98512378,98512485,108,"+","MER4A","ERV1","LTR_or_other",17.5,98512423,98512622,"EnhA2"
"E100","Psoas muscle","chr12_98609056_98609478_MLT2D","chr12",98609056,98609478,423,"+","MLT2D","ERVL","LTR_or_other",19,98609423,98609622,"EnhA2"
"E100","Psoas muscle","chr12_101564962_101565324_MLT1A0","chr12",101564962,101565324,363,"-","MLT1A0","ERVL-MaLR","LTR_or_other",14.6,101562223,101567822,"EnhA2"
"E100","Psoas muscle","chr12_101810962_101811111_MLT1H","chr12",101810962,101811111,150,"+","MLT1H","ERVL-MaLR","LTR_or_other",19.8,101810823,101811222,"EnhA1"
"E100","Psoas muscle","chr12_101824005_101824405_MLT1K","chr12",101824005,101824405,401,"+","MLT1K","ERVL-MaLR","LTR_or_other",27,101823223,101824022,"EnhA2"
"E100","Psoas muscle","chr12_101824005_101824405_MLT1K","chr12",101824005,101824405,401,"+","MLT1K","ERVL-MaLR","LTR_or_other",27,101824023,101824422,"EnhA1"
"E100","Psoas muscle","chr12_101924534_101924964_MLT1K","chr12",101924534,101924964,431,"-","MLT1K","ERVL-MaLR","LTR_or_other",27,101924823,101925222,"EnhA2"
"E100","Psoas muscle","chr12_101926176_101926315_MLT1K","chr12",101926176,101926315,140,"+","MLT1K","ERVL-MaLR","LTR_or_other",32.4,101926023,101926222,"EnhA2"
"E100","Psoas muscle","chr12_102004063_102004256_LTR16E1","chr12",102004063,102004256,194,"+","LTR16E1","ERVL","LTR_or_other",32.1,102004023,102004222,"EnhA2"
"E100","Psoas muscle","chr12_102408663_102408991_LTR16B2","chr12",102408663,102408991,329,"+","LTR16B2","ERVL","LTR_or_other",30.8,102408423,102408822,"EnhA1"
"E100","Psoas muscle","chr12_103799266_103799610_THE1B","chr12",103799266,103799610,345,"+","THE1B","ERVL-MaLR","LTR_or_other",12.9,103799023,103799422,"EnhA2"
"E100","Psoas muscle","chr12_103799266_103799610_THE1B","chr12",103799266,103799610,345,"+","THE1B","ERVL-MaLR","LTR_or_other",12.9,103799423,103799622,"EnhA1"
"E100","Psoas muscle","chr12_103933006_103933080_MLT1I","chr12",103933006,103933080,75,"-","MLT1I","ERVL-MaLR","LTR_or_other",15.1,103932623,103933422,"EnhG1"
"E100","Psoas muscle","chr12_103933288_103933594_MLT1I","chr12",103933288,103933594,307,"-","MLT1I","ERVL-MaLR","LTR_or_other",31.9,103932623,103933422,"EnhG1"
"E100","Psoas muscle","chr12_103954282_103954674_MSTB","chr12",103954282,103954674,393,"-","MSTB","ERVL-MaLR","LTR_or_other",15.3,103954423,103954822,"EnhG1"
"E100","Psoas muscle","chr12_104182205_104182686_LTR42","chr12",104182205,104182686,482,"+","LTR42","ERVL","LTR_or_other",16.6,104182423,104182822,"EnhA1"
"E100","Psoas muscle","chr12_104340385_104340846_MLT1C","chr12",104340385,104340846,462,"-","MLT1C","ERVL-MaLR","LTR_or_other",18.3,104340623,104341822,"EnhG1"
"E100","Psoas muscle","chr12_104341560_104341655_MER21C","chr12",104341560,104341655,96,"-","MER21C","ERVL","LTR_or_other",14.4,104340623,104341822,"EnhG1"
"E100","Psoas muscle","chr12_104341679_104342466_MER21C","chr12",104341679,104342466,788,"-","MER21C","ERVL","LTR_or_other",18.1,104340623,104341822,"EnhG1"
"E100","Psoas muscle","chr12_105742803_105742922_MLT1N2","chr12",105742803,105742922,120,"+","MLT1N2","ERVL-MaLR","LTR_or_other",28.7,105742423,105742822,"EnhA1"
"E100","Psoas muscle","chr12_105933883_105934102_MLT1J2","chr12",105933883,105934102,220,"-","MLT1J2","ERVL-MaLR","LTR_or_other",23.7,105933823,105934222,"EnhA1"
"E100","Psoas muscle","chr12_105965149_105966262_ERVL-B4-int","chr12",105965149,105966262,1114,"-","ERVL-B4-int","ERVL","internal",15.7,105966023,105967022,"EnhA2"
"E100","Psoas muscle","chr12_106318496_106318710_MLT1A0","chr12",106318496,106318710,215,"-","MLT1A0","ERVL-MaLR","LTR_or_other",19.1,106315623,106319422,"EnhA2"
"E100","Psoas muscle","chr12_106319211_106319372_MLT1A0","chr12",106319211,106319372,162,"-","MLT1A0","ERVL-MaLR","LTR_or_other",14.8,106315623,106319422,"EnhA2"
"E100","Psoas muscle","chr12_106341499_106342082_MLT1K","chr12",106341499,106342082,584,"-","MLT1K","ERVL-MaLR","LTR_or_other",31.3,106341423,106342022,"EnhA1"
"E100","Psoas muscle","chr12_106341499_106342082_MLT1K","chr12",106341499,106342082,584,"-","MLT1K","ERVL-MaLR","LTR_or_other",31.3,106342023,106342222,"EnhA2"
"E100","Psoas muscle","chr12_107085912_107086917_MST-int","chr12",107085912,107086917,1006,"+","MST-int","ERVL-MaLR","internal",25.1,107086423,107086822,"EnhG1"
"E100","Psoas muscle","chr12_108302405_108302538_LTR16A2","chr12",108302405,108302538,134,"-","LTR16A2","ERVL","LTR_or_other",23.1,108302224,108302423,"EnhA2"
"E100","Psoas muscle","chr12_108304195_108304290_LTR33","chr12",108304195,108304290,96,"+","LTR33","ERVL","LTR_or_other",33.3,108303624,108306223,"EnhA2"
"E100","Psoas muscle","chr12_108694925_108695351_MLT1F","chr12",108694925,108695351,427,"-","MLT1F","ERVL-MaLR","LTR_or_other",16.8,108694225,108695224,"EnhA2"
"E100","Psoas muscle","chr12_108694925_108695351_MLT1F","chr12",108694925,108695351,427,"-","MLT1F","ERVL-MaLR","LTR_or_other",16.8,108695225,108695424,"EnhA1"
"E100","Psoas muscle","chr12_108774410_108774589_LTR9","chr12",108774410,108774589,180,"-","LTR9","ERV1","LTR_or_other",17.8,108773825,108775824,"EnhA2"
"E100","Psoas muscle","chr12_108774590_108774638_HUERS-P3-int","chr12",108774590,108774638,49,"-","HUERS-P3-int","ERV1","internal",4.1,108773825,108775824,"EnhA2"
"E100","Psoas muscle","chr12_108774732_108775146_HUERS-P3-int","chr12",108774732,108775146,415,"-","HUERS-P3-int","ERV1","internal",14.1,108773825,108775824,"EnhA2"
"E100","Psoas muscle","chr12_108775164_108775340_LTR9","chr12",108775164,108775340,177,"-","LTR9","ERV1","LTR_or_other",12,108773825,108775824,"EnhA2"
"E100","Psoas muscle","chr12_108794606_108795206_PRIMA4_LTR","chr12",108794606,108795206,601,"+","PRIMA4_LTR","ERV1","LTR_or_other",12.6,108794425,108794824,"EnhA2"
"E100","Psoas muscle","chr12_108797340_108798234_LTR28B","chr12",108797340,108798234,895,"+","LTR28B","ERV1","LTR_or_other",21.7,108797825,108798224,"EnhG1"
"E100","Psoas muscle","chr12_108797340_108798234_LTR28B","chr12",108797340,108798234,895,"+","LTR28B","ERV1","LTR_or_other",21.7,108798225,108800824,"EnhG2"
"E100","Psoas muscle","chr12_108845232_108845405_MLT1E","chr12",108845232,108845405,174,"+","MLT1E","ERVL-MaLR","LTR_or_other",21,108845225,108845824,"EnhA2"
"E100","Psoas muscle","chr12_108845706_108845767_MLT1E","chr12",108845706,108845767,62,"+","MLT1E","ERVL-MaLR","LTR_or_other",21,108845225,108845824,"EnhA2"
"E100","Psoas muscle","chr12_109144528_109144742_LTR54B","chr12",109144528,109144742,215,"-","LTR54B","ERV1","LTR_or_other",21.5,109142996,109146195,"EnhA2"
"E100","Psoas muscle","chr12_109145061_109145312_LTR54B","chr12",109145061,109145312,252,"-","LTR54B","ERV1","LTR_or_other",21.5,109142996,109146195,"EnhA2"
"E100","Psoas muscle","chr12_109193947_109194183_MLT1C","chr12",109193947,109194183,237,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.9,109192996,109195595,"EnhA2"
"E100","Psoas muscle","chr12_109194487_109194502_MLT1C","chr12",109194487,109194502,16,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.9,109192996,109195595,"EnhA2"
"E100","Psoas muscle","chr12_109194550_109194610_MLT1C","chr12",109194550,109194610,61,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.9,109192996,109195595,"EnhA2"
"E100","Psoas muscle","chr12_109194650_109194841_MLT1C","chr12",109194650,109194841,192,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.9,109192996,109195595,"EnhA2"
"E100","Psoas muscle","chr12_109196283_109196648_MLT1A0","chr12",109196283,109196648,366,"-","MLT1A0","ERVL-MaLR","LTR_or_other",22.8,109195996,109197395,"EnhG1"
"E100","Psoas muscle","chr12_109225533_109225604_MER68","chr12",109225533,109225604,72,"-","MER68","ERVL","LTR_or_other",20.8,109225396,109225795,"EnhG1"
"E100","Psoas muscle","chr12_109889477_109889605_MLT1D","chr12",109889477,109889605,129,"-","MLT1D","ERVL-MaLR","LTR_or_other",23.3,109889396,109889795,"EnhA2"
"E100","Psoas muscle","chr12_110103953_110104004_MLT1K","chr12",110103953,110104004,52,"+","MLT1K","ERVL-MaLR","LTR_or_other",28.1,110103196,110104595,"EnhA2"
"E100","Psoas muscle","chr12_110104312_110104843_MLT1K","chr12",110104312,110104843,532,"+","MLT1K","ERVL-MaLR","LTR_or_other",28.1,110103196,110104595,"EnhA2"
"E100","Psoas muscle","chr12_110107550_110107600_LTR16B1","chr12",110107550,110107600,51,"+","LTR16B1","ERVL","LTR_or_other",25.2,110107396,110108795,"EnhA1"
"E100","Psoas muscle","chr12_110107896_110108298_LTR16B1","chr12",110107896,110108298,403,"+","LTR16B1","ERVL","LTR_or_other",25.2,110107396,110108795,"EnhA1"
"E100","Psoas muscle","chr12_110245854_110246189_MLT1D","chr12",110245854,110246189,336,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.6,110245596,110247195,"EnhA2"
"E100","Psoas muscle","chr12_110590104_110590432_MLT1K","chr12",110590104,110590432,329,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.2,110589996,110591595,"EnhA2"
"E100","Psoas muscle","chr12_110590748_110590975_MLT1K","chr12",110590748,110590975,228,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.2,110589996,110591595,"EnhA2"
"E100","Psoas muscle","chr12_110591157_110591283_LTR79","chr12",110591157,110591283,127,"+","LTR79","ERVL","LTR_or_other",28.8,110589996,110591595,"EnhA2"
"E100","Psoas muscle","chr12_110591358_110591517_LTR79","chr12",110591358,110591517,160,"+","LTR79","ERVL","LTR_or_other",26.6,110589996,110591595,"EnhA2"
"E100","Psoas muscle","chr12_110689980_110690416_MLT1D","chr12",110689980,110690416,437,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.9,110690196,110690395,"EnhA2"
"E100","Psoas muscle","chr12_110932327_110932440_LTR78","chr12",110932327,110932440,114,"-","LTR78","ERV1","LTR_or_other",29.3,110927797,110932596,"EnhA2"
"E100","Psoas muscle","chr12_110934841_110935082_MLT1L","chr12",110934841,110935082,242,"-","MLT1L","ERVL-MaLR","LTR_or_other",28.4,110933997,110938396,"EnhA2"
"E100","Psoas muscle","chr12_110935276_110935359_MLT1L","chr12",110935276,110935359,84,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.5,110933997,110938396,"EnhA2"
"E100","Psoas muscle","chr12_110936432_110936780_THE1D","chr12",110936432,110936780,349,"+","THE1D","ERVL-MaLR","LTR_or_other",12,110933997,110938396,"EnhA2"
"E100","Psoas muscle","chr12_112010307_112011300_MER52C","chr12",112010307,112011300,994,"-","MER52C","ERV1","LTR_or_other",14.3,112010397,112010996,"EnhA2"
"E100","Psoas muscle","chr12_112010307_112011300_MER52C","chr12",112010307,112011300,994,"-","MER52C","ERV1","LTR_or_other",14.3,112010997,112011196,"EnhA1"
"E100","Psoas muscle","chr12_112096999_112097150_MLT1M","chr12",112096999,112097150,152,"+","MLT1M","ERVL-MaLR","LTR_or_other",25.7,112096997,112097196,"EnhG1"
"E100","Psoas muscle","chr12_112110075_112110488_PABL_A","chr12",112110075,112110488,414,"-","PABL_A","ERV1","LTR_or_other",7.1,112109997,112110596,"EnhA2"
"E100","Psoas muscle","chr12_113230468_113230648_MLT1B","chr12",113230468,113230648,181,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.1,113229396,113232795,"EnhA1"
"E100","Psoas muscle","chr12_113231194_113231565_MLT1B","chr12",113231194,113231565,372,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.2,113229396,113232795,"EnhA1"
"E100","Psoas muscle","chr12_113253340_113253873_MLT1G1","chr12",113253340,113253873,534,"-","MLT1G1","ERVL-MaLR","LTR_or_other",28.8,113253196,113253995,"EnhA2"
"E100","Psoas muscle","chr12_113259425_113259900_MLT1K","chr12",113259425,113259900,476,"-","MLT1K","ERVL-MaLR","LTR_or_other",29.9,113259396,113259795,"EnhA1"
"E100","Psoas muscle","chr12_113259425_113259900_MLT1K","chr12",113259425,113259900,476,"-","MLT1K","ERVL-MaLR","LTR_or_other",29.9,113259796,113260195,"EnhA2"
"E100","Psoas muscle","chr12_113270779_113270940_MLT1A0","chr12",113270779,113270940,162,"-","MLT1A0","ERVL-MaLR","LTR_or_other",15.5,113270796,113272395,"EnhA2"
"E100","Psoas muscle","chr12_115226275_115226554_MLT1H1","chr12",115226275,115226554,280,"+","MLT1H1","ERVL-MaLR","LTR_or_other",27.6,115226196,115226395,"EnhA1"
"E100","Psoas muscle","chr12_115226275_115226554_MLT1H1","chr12",115226275,115226554,280,"+","MLT1H1","ERVL-MaLR","LTR_or_other",27.6,115226396,115227195,"EnhA2"
"E100","Psoas muscle","chr12_115226551_115226659_MLT1N2","chr12",115226551,115226659,109,"-","MLT1N2","ERVL-MaLR","LTR_or_other",23.6,115226396,115227195,"EnhA2"
"E100","Psoas muscle","chr12_116133569_116134123_MLT1G3","chr12",116133569,116134123,555,"+","MLT1G3","ERVL-MaLR","LTR_or_other",26.1,116133396,116133595,"EnhA1"
"E100","Psoas muscle","chr12_116133569_116134123_MLT1G3","chr12",116133569,116134123,555,"+","MLT1G3","ERVL-MaLR","LTR_or_other",26.1,116133796,116133995,"EnhA1"
"E100","Psoas muscle","chr12_116166195_116166382_MLT2A2","chr12",116166195,116166382,188,"+","MLT2A2","ERVL","LTR_or_other",9.6,116165396,116166395,"EnhA1"
"E100","Psoas muscle","chr12_116166381_116166415_MLT2A2","chr12",116166381,116166415,35,"+","MLT2A2","ERVL","LTR_or_other",5.9,116165396,116166395,"EnhA1"
"E100","Psoas muscle","chr12_116918348_116918837_MLT1K","chr12",116918348,116918837,490,"-","MLT1K","ERVL-MaLR","LTR_or_other",25.9,116918596,116918795,"EnhG1"
"E100","Psoas muscle","chr12_117404819_117405280_LTR16A2","chr12",117404819,117405280,462,"-","LTR16A2","ERVL","LTR_or_other",29.8,117404796,117405195,"EnhA2"
"E100","Psoas muscle","chr12_117534601_117535079_MLT1D","chr12",117534601,117535079,479,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.2,117534596,117534795,"EnhA2"
"E100","Psoas muscle","chr12_119177605_119177695_MER31A","chr12",119177605,119177695,91,"+","MER31A","ERV1","LTR_or_other",18.2,119176796,119178795,"EnhA2"
"E100","Psoas muscle","chr12_119178006_119178400_MER31A","chr12",119178006,119178400,395,"+","MER31A","ERV1","LTR_or_other",18.2,119176796,119178795,"EnhA2"
"E100","Psoas muscle","chr12_119196133_119196646_MLT1L","chr12",119196133,119196646,514,"-","MLT1L","ERVL-MaLR","LTR_or_other",27.2,119196596,119197795,"EnhA2"
"E100","Psoas muscle","chr12_119196709_119196900_MLT1K","chr12",119196709,119196900,192,"-","MLT1K","ERVL-MaLR","LTR_or_other",27,119196596,119197795,"EnhA2"
"E100","Psoas muscle","chr12_119197376_119197496_MLT1K","chr12",119197376,119197496,121,"-","MLT1K","ERVL-MaLR","LTR_or_other",24.4,119196596,119197795,"EnhA2"
"E100","Psoas muscle","chr12_119246997_119247390_MLT1M","chr12",119246997,119247390,394,"+","MLT1M","ERVL-MaLR","LTR_or_other",29.7,119246996,119247795,"EnhA1"
"E100","Psoas muscle","chr12_119247391_119247801_MSTA","chr12",119247391,119247801,411,"+","MSTA","ERVL-MaLR","LTR_or_other",14,119246996,119247795,"EnhA1"
"E100","Psoas muscle","chr12_119247391_119247801_MSTA","chr12",119247391,119247801,411,"+","MSTA","ERVL-MaLR","LTR_or_other",14,119247796,119247995,"EnhA2"
"E100","Psoas muscle","chr12_119247802_119247828_MLT1M","chr12",119247802,119247828,27,"+","MLT1M","ERVL-MaLR","LTR_or_other",29.7,119247796,119247995,"EnhA2"
"E100","Psoas muscle","chr12_119617047_119617552_THE1C-int","chr12",119617047,119617552,506,"+","THE1C-int","ERVL-MaLR","internal",11.1,119617396,119619395,"EnhA2"
"E100","Psoas muscle","chr12_119617859_119618934_THE1C-int","chr12",119617859,119618934,1076,"+","THE1C-int","ERVL-MaLR","internal",11.1,119617396,119619395,"EnhA2"
"E100","Psoas muscle","chr12_119618935_119619313_THE1C","chr12",119618935,119619313,379,"+","THE1C","ERVL-MaLR","LTR_or_other",11.5,119617396,119619395,"EnhA2"
"E100","Psoas muscle","chr12_119630653_119630774_MLT1I","chr12",119630653,119630774,122,"-","MLT1I","ERVL-MaLR","LTR_or_other",30.3,119630596,119631195,"EnhG1"
"E100","Psoas muscle","chr12_119643825_119644374_MLT1K","chr12",119643825,119644374,550,"-","MLT1K","ERVL-MaLR","LTR_or_other",27.7,119643996,119644795,"EnhA2"
"E100","Psoas muscle","chr12_120290226_120290296_LTR37B","chr12",120290226,120290296,71,"-","LTR37B","ERV1","LTR_or_other",22.5,120289398,120290997,"EnhA2"
"E100","Psoas muscle","chr12_120836117_120836596_MLT1H","chr12",120836117,120836596,480,"+","MLT1H","ERVL-MaLR","LTR_or_other",29.1,120835998,120836797,"EnhA1"
"E100","Psoas muscle","chr12_120850638_120851070_MLT1D","chr12",120850638,120851070,433,"-","MLT1D","ERVL-MaLR","LTR_or_other",19.1,120850398,120851597,"EnhA2"
"E100","Psoas muscle","chr12_121569184_121569253_MLT1K","chr12",121569184,121569253,70,"+","MLT1K","ERVL-MaLR","LTR_or_other",20,121568896,121569695,"EnhA1"
"E100","Psoas muscle","chr12_121569333_121569596_MLT1K","chr12",121569333,121569596,264,"+","MLT1K","ERVL-MaLR","LTR_or_other",28.3,121568896,121569695,"EnhA1"
"E100","Psoas muscle","chr12_121611350_121611863_LTR33A_","chr12",121611350,121611863,514,"+","LTR33A_","ERVL","LTR_or_other",27.7,121611296,121611695,"EnhA1"
"E100","Psoas muscle","chr12_121611350_121611863_LTR33A_","chr12",121611350,121611863,514,"+","LTR33A_","ERVL","LTR_or_other",27.7,121611696,121612095,"EnhA2"
"E100","Psoas muscle","chr12_121709944_121710015_MLT1C","chr12",121709944,121710015,72,"+","MLT1C","ERVL-MaLR","LTR_or_other",16.7,121709895,121711294,"EnhA2"
"E100","Psoas muscle","chr12_121710101_121710566_LTR14B","chr12",121710101,121710566,466,"-","LTR14B","ERVK","LTR_or_other",6.2,121709895,121711294,"EnhA2"
"E100","Psoas muscle","chr12_121710804_121711055_MLT1C","chr12",121710804,121711055,252,"+","MLT1C","ERVL-MaLR","LTR_or_other",22.3,121709895,121711294,"EnhA2"
"E100","Psoas muscle","chr12_121711609_121711673_MLT1B","chr12",121711609,121711673,65,"+","MLT1B","ERVL-MaLR","LTR_or_other",16.9,121711295,121711694,"EnhA1"
"E100","Psoas muscle","chr12_121718742_121719280_MLT1K","chr12",121718742,121719280,539,"-","MLT1K","ERVL-MaLR","LTR_or_other",22.9,121716295,121721094,"EnhA2"
"E100","Psoas muscle","chr12_121723403_121723673_LTR33","chr12",121723403,121723673,271,"-","LTR33","ERVL","LTR_or_other",27.1,121723495,121723694,"EnhG1"
"E100","Psoas muscle","chr12_121736845_121737220_MLT1G","chr12",121736845,121737220,376,"-","MLT1G","ERVL-MaLR","LTR_or_other",30.4,121735495,121737694,"EnhA2"
"E100","Psoas muscle","chr12_121749354_121749399_MLT1J","chr12",121749354,121749399,46,"-","MLT1J","ERVL-MaLR","LTR_or_other",21.7,121748295,121751094,"EnhA2"
"E100","Psoas muscle","chr12_121750069_121750156_MLT1J","chr12",121750069,121750156,88,"-","MLT1J","ERVL-MaLR","LTR_or_other",25,121748295,121751094,"EnhA2"
"E100","Psoas muscle","chr12_121754394_121754809_MLT1C","chr12",121754394,121754809,416,"-","MLT1C","ERVL-MaLR","LTR_or_other",24.1,121753095,121754494,"EnhA2"
"E100","Psoas muscle","chr12_121766302_121766804_MLT1K","chr12",121766302,121766804,503,"-","MLT1K","ERVL-MaLR","LTR_or_other",29.1,121766295,121766494,"EnhA1"
"E100","Psoas muscle","chr12_121766302_121766804_MLT1K","chr12",121766302,121766804,503,"-","MLT1K","ERVL-MaLR","LTR_or_other",29.1,121766495,121768294,"EnhA2"
"E100","Psoas muscle","chr12_121861536_121861831_MER68-int","chr12",121861536,121861831,296,"+","MER68-int","ERVL","internal",22.1,121859295,121863294,"EnhA2"
"E100","Psoas muscle","chr12_121862030_121862294_MER68-int","chr12",121862030,121862294,265,"+","MER68-int","ERVL","internal",21.6,121859295,121863294,"EnhA2"
"E100","Psoas muscle","chr12_121863285_121863633_MER68-int","chr12",121863285,121863633,349,"+","MER68-int","ERVL","internal",19.3,121859295,121863294,"EnhA2"
"E100","Psoas muscle","chr12_122064182_122064568_MLT1K","chr12",122064182,122064568,387,"+","MLT1K","ERVL-MaLR","LTR_or_other",26.4,122062695,122065694,"EnhA2"
"E100","Psoas muscle","chr12_122085810_122086297_MLT1D","chr12",122085810,122086297,488,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.9,122085695,122086094,"EnhA1"
"E100","Psoas muscle","chr12_122088013_122088123_MLT1M","chr12",122088013,122088123,111,"-","MLT1M","ERVL-MaLR","LTR_or_other",22.7,122086695,122089294,"EnhA1"
"E100","Psoas muscle","chr12_122113638_122113677_MER77B","chr12",122113638,122113677,40,"-","MER77B","ERVL","LTR_or_other",18.2,122108254,122116653,"EnhA2"
"E100","Psoas muscle","chr12_122114285_122114441_MER77B","chr12",122114285,122114441,157,"-","MER77B","ERVL","LTR_or_other",18.2,122108254,122116653,"EnhA2"
"E100","Psoas muscle","chr12_122114516_122114734_MER77B","chr12",122114516,122114734,219,"-","MER77B","ERVL","LTR_or_other",17.8,122108254,122116653,"EnhA2"
"E100","Psoas muscle","chr12_122115047_122115071_MER77B","chr12",122115047,122115071,25,"-","MER77B","ERVL","LTR_or_other",15.8,122108254,122116653,"EnhA2"
"E100","Psoas muscle","chr12_122120624_122120684_LTR79","chr12",122120624,122120684,61,"-","LTR79","ERVL","LTR_or_other",16.4,122119654,122121453,"EnhA2"
"E100","Psoas muscle","chr12_122382521_122382565_MLT1D","chr12",122382521,122382565,45,"+","MLT1D","ERVL-MaLR","LTR_or_other",22.9,122382054,122382853,"EnhA2"
"E100","Psoas muscle","chr12_122438036_122438140_MLT1L","chr12",122438036,122438140,105,"+","MLT1L","ERVL-MaLR","LTR_or_other",28.6,122437454,122438253,"EnhA1"
"E100","Psoas muscle","chr12_122878952_122879225_MLT1D","chr12",122878952,122879225,274,"+","MLT1D","ERVL-MaLR","LTR_or_other",23,122878854,122879853,"EnhA1"
"E100","Psoas muscle","chr12_122879226_122879658_LTR33","chr12",122879226,122879658,433,"+","LTR33","ERVL","LTR_or_other",28.5,122878854,122879853,"EnhA1"
"E100","Psoas muscle","chr12_122942966_122943392_LTR16C","chr12",122942966,122943392,427,"+","LTR16C","ERVL","LTR_or_other",26.5,122942854,122944053,"EnhA2"
"E100","Psoas muscle","chr12_123251885_123252056_MLT2A1","chr12",123251885,123252056,172,"-","MLT2A1","ERVL","LTR_or_other",10.8,123250454,123252253,"EnhA1"
"E100","Psoas muscle","chr12_123476465_123476827_MLT1C","chr12",123476465,123476827,363,"+","MLT1C","ERVL-MaLR","LTR_or_other",21.2,123474054,123479253,"EnhA2"
"E100","Psoas muscle","chr12_123480952_123481074_MLT1K","chr12",123480952,123481074,123,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.9,123479654,123483853,"EnhA2"
"E100","Psoas muscle","chr12_123481387_123481550_MLT1K","chr12",123481387,123481550,164,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.9,123479654,123483853,"EnhA2"
"E100","Psoas muscle","chr12_123482172_123482225_MLT1K","chr12",123482172,123482225,54,"+","MLT1K","ERVL-MaLR","LTR_or_other",27.9,123479654,123483853,"EnhA2"
"E100","Psoas muscle","chr12_123492642_123493573_LTR5_Hs","chr12",123492642,123493573,932,"+","LTR5_Hs","ERVK","LTR_or_other",3.9,123488054,123496453,"EnhA2"
"E100","Psoas muscle","chr12_123494918_123495375_MLT1K","chr12",123494918,123495375,458,"+","MLT1K","ERVL-MaLR","LTR_or_other",26.2,123488054,123496453,"EnhA2"
"E100","Psoas muscle","chr12_123495943_123495995_MLT1K","chr12",123495943,123495995,53,"+","MLT1K","ERVL-MaLR","LTR_or_other",25.3,123488054,123496453,"EnhA2"
"E100","Psoas muscle","chr12_123516328_123516596_LTR16A2","chr12",123516328,123516596,269,"+","LTR16A2","ERVL","LTR_or_other",22.2,123516054,123516453,"EnhA2"
"E100","Psoas muscle","chr12_123580279_123580481_LTR67B","chr12",123580279,123580481,203,"-","LTR67B","ERVL","LTR_or_other",32,123580454,123583053,"EnhA2"
"E100","Psoas muscle","chr12_123614687_123614744_MLT1O","chr12",123614687,123614744,58,"-","MLT1O","ERVL-MaLR","LTR_or_other",22.8,123614254,123615253,"EnhG1"
"E100","Psoas muscle","chr12_124026261_124026703_MLT1D","chr12",124026261,124026703,443,"-","MLT1D","ERVL-MaLR","LTR_or_other",21.3,124026454,124027253,"EnhA2"
"E100","Psoas muscle","chr12_124026933_124027319_MLT2D","chr12",124026933,124027319,387,"-","MLT2D","ERVL","LTR_or_other",19.3,124026454,124027253,"EnhA2"
"E100","Psoas muscle","chr12_124026933_124027319_MLT2D","chr12",124026933,124027319,387,"-","MLT2D","ERVL","LTR_or_other",19.3,124027254,124027453,"EnhA1"
"E100","Psoas muscle","chr12_124352668_124353116_LTR82A","chr12",124352668,124353116,449,"+","LTR82A","ERVL","LTR_or_other",34.1,124353055,124353254,"EnhA1"
"E100","Psoas muscle","chr12_124371321_124371732_MLT1C","chr12",124371321,124371732,412,"+","MLT1C","ERVL-MaLR","LTR_or_other",28.4,124370455,124371454,"EnhA2"
"E100","Psoas muscle","chr12_124371321_124371732_MLT1C","chr12",124371321,124371732,412,"+","MLT1C","ERVL-MaLR","LTR_or_other",28.4,124371455,124372054,"EnhA1"
"E100","Psoas muscle","chr12_124379669_124380075_MLT1C","chr12",124379669,124380075,407,"+","MLT1C","ERVL-MaLR","LTR_or_other",23.8,124377455,124381454,"EnhA2"
"E100","Psoas muscle","chr12_124429173_124429347_LTR33","chr12",124429173,124429347,175,"+","LTR33","ERVL","LTR_or_other",29.3,124427455,124429854,"EnhA2"
"E100","Psoas muscle","chr12_124501388_124501759_MLT1C","chr12",124501388,124501759,372,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.2,124501255,124501454,"EnhA1"
"E100","Psoas muscle","chr12_124501388_124501759_MLT1C","chr12",124501388,124501759,372,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.2,124501455,124501654,"EnhA2"
