"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
136,"ENSG00000215644.10","GCGR","darkgreen",20,0.780051057359759,0.0855014164819547,FALSE,"chr17","+",81804149,81704149,81904149,"chr17_81837635_81838000_MLT1C",81837635,81838000,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",33486,"downstream",33486,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
137,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100190110_100190420_MLT1J2",100190110,100190420,"-","MLT1J2","ERVL-MaLR","LTR_or_other",25.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",11837,"upstream",-11837,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
138,"ENSG00000275620.1","FLJ16779","darkgreen",11,0.811134607350788,0.0756351262724113,FALSE,"chr20","+",63253978,63153978,63353978,"chr20_63214401_63214933_MER4A1_",63214401,63214933,"-","MER4A1_","ERV1","LTR_or_other",11.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhG1",39045,"upstream",-39045,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
139,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30778924_30778981_MER83",30778924,30778981,"-","MER83","ERV1","LTR_or_other",17.5,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",91029,"upstream",-91029,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
140,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30779286_30779453_MER83",30779286,30779453,"-","MER83","ERV1","LTR_or_other",16.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",91391,"upstream",-91391,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
141,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30779456_30780575_MER83B-int",30779456,30780575,"-","MER83B-int","ERV1","internal",15.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",91561,"upstream",-91561,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
142,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30780576_30781026_MER83",30780576,30781026,"-","MER83","ERV1","LTR_or_other",18.5,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",92681,"upstream",-92681,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
143,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62875746_62876142_ERVL-E-int",62875746,62876142,"+","ERVL-E-int","ERVL","internal",26.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",59502,"downstream",59502,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
144,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62876205_62876267_ERVL-E-int",62876205,62876267,"+","ERVL-E-int","ERVL","internal",12.7,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",59961,"downstream",59961,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
145,"ENSG00000103089.9","FA2H","darkgreen",30,0.726587083196382,-0.012291820088207,FALSE,"chr16","-",74774831,74674831,74874831,"chr16_74868594_74868890_MER21C",74868594,74868890,"+","MER21C","ERVL","LTR_or_other",15,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",93763,"upstream",-93763,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
146,"ENSG00000103089.9","FA2H","darkgreen",30,0.726587083196382,-0.012291820088207,FALSE,"chr16","-",74774831,74674831,74874831,"chr16_74868895_74868955_MER21C",74868895,74868955,"+","MER21C","ERVL","LTR_or_other",13.1,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",94064,"upstream",-94064,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
147,"ENSG00000105695.15","MAG","darkgreen",29,0.727069968459703,0.010156928008427,FALSE,"chr19","+",35292125,35192125,35392125,"chr19_35214504_35214568_MLT1K",35214504,35214568,"+","MLT1K","ERVL-MaLR","LTR_or_other",23.1,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1",77557,"upstream",-77557,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
148,"ENSG00000226005.6","LINC02660","greenyellow",24,0.712294292909934,0.3922216069798,FALSE,"chr10","+",3911889,3811889,4011889,"chr10_3907395_3907909_MLT1F2",3907395,3907909,"+","MLT1F2","ERVL-MaLR","LTR_or_other",27.1,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",3980,"upstream",-3980,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
149,"ENSG00000167992.14","VWCE","greenyellow",14,0.741367969935658,0.371684306273727,FALSE,"chr11","-",61295316,61195316,61395316,"chr11_61369533_61369958_MLT1H",61369533,61369958,"-","MLT1H","ERVL-MaLR","LTR_or_other",31.6,1,"E108",FALSE,TRUE,FALSE,"EnhG1",74217,"upstream",-74217,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
150,"ENSG00000167992.14","VWCE","greenyellow",14,0.741367969935658,0.371684306273727,FALSE,"chr11","-",61295316,61195316,61395316,"chr11_61369959_61370561_LTR35A",61369959,61370561,"-","LTR35A","ERV1","LTR_or_other",13.5,1,"E108",FALSE,TRUE,FALSE,"EnhG1",74643,"upstream",-74643,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
151,"ENSG00000167992.14","VWCE","greenyellow",14,0.741367969935658,0.371684306273727,FALSE,"chr11","-",61295316,61195316,61395316,"chr11_61370562_61370645_MLT1H",61370562,61370645,"-","MLT1H","ERVL-MaLR","LTR_or_other",31.6,1,"E108",FALSE,TRUE,FALSE,"EnhG1",75246,"upstream",-75246,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
152,"ENSG00000137309.20","HMGA1","red",21,0.782798292252025,-0.350593495837069,FALSE,"chr6","+",34236873,34136873,34336873,"chr6_34326887_34327250_LTR13A",34326887,34327250,"-","LTR13A","ERVK","LTR_or_other",7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",90014,"downstream",90014,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
153,"ENSG00000137309.20","HMGA1","red",21,0.782798292252025,-0.350593495837069,FALSE,"chr6","+",34236873,34136873,34336873,"chr6_34333695_34333830_MLT1M",34333695,34333830,"+","MLT1M","ERVL-MaLR","LTR_or_other",36.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1",96822,"downstream",96822,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
154,"ENSG00000196182.11","STK40","red",2,0.849018504913765,-0.347471820845285,FALSE,"chr1","-",36385924,36285924,36485924,"chr1_36398672_36399065_LTR54",36398672,36399065,"+","LTR54","ERV1","LTR_or_other",14.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",12748,"upstream",-12748,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
155,"ENSG00000196182.11","STK40","red",2,0.849018504913765,-0.347471820845285,FALSE,"chr1","-",36385924,36285924,36485924,"chr1_36400551_36401780_LTR2752",36400551,36401780,"-","LTR2752","ERV1","LTR_or_other",15.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",14627,"upstream",-14627,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
156,"ENSG00000196182.11","STK40","red",2,0.849018504913765,-0.347471820845285,FALSE,"chr1","-",36385924,36285924,36485924,"chr1_36465010_36465694_MER67C",36465010,36465694,"+","MER67C","ERV1","LTR_or_other",16,1,"E108",FALSE,TRUE,FALSE,"EnhA2",79086,"upstream",-79086,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
157,"ENSG00000159461.15","AMFR","red",6,0.822654727713528,-0.338535050639144,FALSE,"chr16","-",56425545,56325545,56525545,"chr16_56443504_56443911_MSTB1",56443504,56443911,"+","MSTB1","ERVL-MaLR","LTR_or_other",15.1,1,"E108",FALSE,TRUE,FALSE,"EnhG1",17959,"upstream",-17959,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
158,"ENSG00000159461.15","AMFR","red",6,0.822654727713528,-0.338535050639144,FALSE,"chr16","-",56425545,56325545,56525545,"chr16_56359399_56359574_LTR49-int",56359399,56359574,"+","LTR49-int","ERV1","internal",25.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",65971,"downstream",65971,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
159,"ENSG00000229152.2","ANKRD10-IT1","greenyellow",18,0.73523184777,0.322680355937556,FALSE,"chr13","-",110899172,110799172,110999172,"chr13_110929010_110929094_LTR41B",110929010,110929094,"+","LTR41B","ERVL","LTR_or_other",21.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",29838,"upstream",-29838,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
160,"ENSG00000229152.2","ANKRD10-IT1","greenyellow",18,0.73523184777,0.322680355937556,FALSE,"chr13","-",110899172,110799172,110999172,"chr13_110944617_110945019_MLT2B4",110944617,110945019,"+","MLT2B4","ERVL","LTR_or_other",18.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",45445,"upstream",-45445,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
161,"ENSG00000229152.2","ANKRD10-IT1","greenyellow",18,0.73523184777,0.322680355937556,FALSE,"chr13","-",110899172,110799172,110999172,"chr13_110955094_110955527_MER89",110955094,110955527,"+","MER89","ERV1","LTR_or_other",25.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",55922,"upstream",-55922,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
162,"ENSG00000148300.12","REXO4","red",27,0.76924421565004,-0.31981316734837,FALSE,"chr9","-",133418096,133318096,133518096,"chr9_133424675_133424998_LTR78B",133424675,133424998,"-","LTR78B","ERV1","LTR_or_other",25.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",6579,"upstream",-6579,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
163,"ENSG00000100031.19","GGT1","greenyellow",27,0.709415299130616,0.318140983495448,FALSE,"chr22","+",24594811,24494811,24694811,"chr22_24561090_24561104_MLT1B",24561090,24561104,"-","MLT1B","ERVL-MaLR","LTR_or_other",14.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",33707,"upstream",-33707,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
164,"ENSG00000100031.19","GGT1","greenyellow",27,0.709415299130616,0.318140983495448,FALSE,"chr22","+",24594811,24494811,24694811,"chr22_24559773_24560090_MLT1B",24559773,24560090,"-","MLT1B","ERVL-MaLR","LTR_or_other",14.7,1,"E108",FALSE,TRUE,FALSE,"EnhG2",34721,"upstream",-34721,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
165,"ENSG00000100031.19","GGT1","greenyellow",27,0.709415299130616,0.318140983495448,FALSE,"chr22","+",24594811,24494811,24694811,"chr22_24558547_24558980_LTR16B1",24558547,24558980,"-","LTR16B1","ERVL","LTR_or_other",25.1,1,"E108",FALSE,TRUE,FALSE,"EnhG1",35831,"upstream",-35831,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
166,"ENSG00000100031.19","GGT1","greenyellow",27,0.709415299130616,0.318140983495448,FALSE,"chr22","+",24594811,24494811,24694811,"chr22_24552314_24552386_MLT1A1",24552314,24552386,"+","MLT1A1","ERVL-MaLR","LTR_or_other",20.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",42425,"upstream",-42425,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
167,"ENSG00000204070.10","SYS1","red",19,0.790253146539313,-0.30906814668776,FALSE,"chr20","+",45361937,45261937,45461937,"chr20_45433185_45433684_MLT1H1",45433185,45433684,"+","MLT1H1","ERVL-MaLR","LTR_or_other",23.3,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",71248,"downstream",71248,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
168,"ENSG00000160781.17","PAQR6","greenyellow",5,0.789742726269373,0.307971881862338,FALSE,"chr1","-",156248117,156148117,156348117,"chr1_156192165_156193112_LTR13",156192165,156193112,"+","LTR13","ERVK","LTR_or_other",4.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",55005,"downstream",55005,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
169,"ENSG00000103269.14","RHBDL1","greenyellow",22,0.724494090769799,0.307678739660999,FALSE,"chr16","+",675671,575671,775671,"chr16_640363_640450_PABL_A",640363,640450,"-","PABL_A","ERV1","LTR_or_other",9.1,1,"E100",TRUE,FALSE,FALSE,"EnhA2",35221,"upstream",-35221,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
170,"ENSG00000103269.14","RHBDL1","greenyellow",22,0.724494090769799,0.307678739660999,FALSE,"chr16","+",675671,575671,775671,"chr16_639579_639890_PABL_A",639579,639890,"-","PABL_A","ERV1","LTR_or_other",10.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",35781,"upstream",-35781,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
171,"ENSG00000166033.13","HTRA1","turquoise",1,0.887532482772471,0.30438340806872,FALSE,"chr10","+",122461553,122361553,122561553,"chr10_122529844_122530092_MLT1A0",122529844,122530092,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",68291,"downstream",68291,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
172,"ENSG00000166033.13","HTRA1","turquoise",1,0.887532482772471,0.30438340806872,FALSE,"chr10","+",122461553,122361553,122561553,"chr10_122387562_122387894_MLT1F",122387562,122387894,"-","MLT1F","ERVL-MaLR","LTR_or_other",27.8,1,"E100",TRUE,FALSE,FALSE,"EnhA2",73659,"upstream",-73659,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
173,"ENSG00000204560.10","DHX16","red",5,0.823277353345095,-0.297024149737693,FALSE,"chr6","-",30673006,30573006,30773006,"chr6_30763173_30763589_MER39",30763173,30763589,"-","MER39","ERV1","LTR_or_other",17.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",90167,"upstream",-90167,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
174,"ENSG00000204560.10","DHX16","red",5,0.823277353345095,-0.297024149737693,FALSE,"chr6","-",30673006,30573006,30773006,"chr6_30763744_30763875_MLT1J",30763744,30763875,"-","MLT1J","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",90738,"upstream",-90738,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
175,"ENSG00000204560.10","DHX16","red",5,0.823277353345095,-0.297024149737693,FALSE,"chr6","-",30673006,30573006,30773006,"chr6_30763935_30764125_MLT1J",30763935,30764125,"-","MLT1J","ERVL-MaLR","LTR_or_other",37.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",90929,"upstream",-90929,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
176,"ENSG00000125817.8","CENPB","red",13,0.796276712018753,-0.296710739148461,FALSE,"chr20","-",3786740,3686740,3886740,"chr20_3873162_3873250_MLT1A0",3873162,3873250,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19,1,"E108",FALSE,TRUE,FALSE,"EnhG1",86422,"upstream",-86422,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
177,"ENSG00000125817.8","CENPB","red",13,0.796276712018753,-0.296710739148461,FALSE,"chr20","-",3786740,3686740,3886740,"chr20_3873550_3873828_MLT1A0",3873550,3873828,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19,1,"E108",FALSE,TRUE,FALSE,"EnhG1",86810,"upstream",-86810,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
178,"ENSG00000125817.8","CENPB","red",13,0.796276712018753,-0.296710739148461,FALSE,"chr20","-",3786740,3686740,3886740,"chr20_3874374_3874819_MER89",3874374,3874819,"-","MER89","ERV1","LTR_or_other",20.1,1,"E108",FALSE,TRUE,FALSE,"EnhG1",87634,"upstream",-87634,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
179,"ENSG00000260404.4","ENSG00000260404","greenyellow",26,0.711071645163522,0.293568895753421,FALSE,"chr4","+",118591719,118491719,118691719,"chr4_118586697_118587004_MLT1H",118586697,118587004,"-","MLT1H","ERVL-MaLR","LTR_or_other",29,1,"E108",FALSE,TRUE,FALSE,"EnhA2",4715,"upstream",-4715,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
180,"ENSG00000260404.4","ENSG00000260404","greenyellow",26,0.711071645163522,0.293568895753421,FALSE,"chr4","+",118591719,118491719,118691719,"chr4_118586548_118586671_MLT1H",118586548,118586671,"-","MLT1H","ERVL-MaLR","LTR_or_other",22,1,"E108",FALSE,TRUE,FALSE,"EnhA2",5048,"upstream",-5048,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
181,"ENSG00000260404.4","ENSG00000260404","greenyellow",26,0.711071645163522,0.293568895753421,FALSE,"chr4","+",118591719,118491719,118691719,"chr4_118585609_118585776_MSTB1",118585609,118585776,"-","MSTB1","ERVL-MaLR","LTR_or_other",12.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",5943,"upstream",-5943,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
182,"ENSG00000260404.4","ENSG00000260404","greenyellow",26,0.711071645163522,0.293568895753421,FALSE,"chr4","+",118591719,118491719,118691719,"chr4_118629590_118629742_LTR41",118629590,118629742,"+","LTR41","ERVL","LTR_or_other",22.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",37871,"downstream",37871,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
183,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42520724_42521006_ERVL-int",42520724,42521006,"-","ERVL-int","ERVL","internal",30.1,1,"E108",FALSE,TRUE,FALSE,"EnhA2",61033,"downstream",61033,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
184,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42670020_42670632_LTR8B",42670020,42670632,"-","LTR8B","ERV1","LTR_or_other",13.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",87981,"upstream",-87981,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
185,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42671396_42671540_LTR8B",42671396,42671540,"-","LTR8B","ERV1","LTR_or_other",15.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",89357,"upstream",-89357,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
186,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42671543_42671645_MLT1G1",42671543,42671645,"-","MLT1G1","ERVL-MaLR","LTR_or_other",32,1,"E108",FALSE,TRUE,FALSE,"EnhA2",89504,"upstream",-89504,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
187,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42671694_42671785_LTR47A",42671694,42671785,"-","LTR47A","ERVL","LTR_or_other",14,1,"E108",FALSE,TRUE,FALSE,"EnhA2",89655,"upstream",-89655,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
188,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42674329_42674538_MLT1J",42674329,42674538,"+","MLT1J","ERVL-MaLR","LTR_or_other",27.5,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",92290,"upstream",-92290,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
189,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42677835_42677880_THE1D",42677835,42677880,"+","THE1D","ERVL-MaLR","LTR_or_other",15.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",95796,"upstream",-95796,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
190,"ENSG00000182841.13","RRP7BP","greenyellow",15,0.74093566229267,0.293096021333581,FALSE,"chr22","-",42582039,42482039,42682039,"chr22_42677881_42679477_THE1D-int",42677881,42679477,"+","THE1D-int","ERVL-MaLR","internal",12.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",95842,"upstream",-95842,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
191,"ENSG00000164056.11","SPRY1","pink",26,0.795135219453682,0.286884642716122,FALSE,"chr4","+",123396795,123296795,123496795,"chr4_123366140_123366466_MLT1I",123366140,123366466,"+","MLT1I","ERVL-MaLR","LTR_or_other",26.2,1,"E108",FALSE,TRUE,FALSE,"EnhA2",30329,"upstream",-30329,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
192,"ENSG00000164056.11","SPRY1","pink",26,0.795135219453682,0.286884642716122,FALSE,"chr4","+",123396795,123296795,123496795,"chr4_123341228_123341294_MLT1C",123341228,123341294,"-","MLT1C","ERVL-MaLR","LTR_or_other",12.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",55501,"upstream",-55501,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
193,"ENSG00000164056.11","SPRY1","pink",26,0.795135219453682,0.286884642716122,FALSE,"chr4","+",123396795,123296795,123496795,"chr4_123298399_123298487_MLT1O",123298399,123298487,"+","MLT1O","ERVL-MaLR","LTR_or_other",31.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",98308,"upstream",-98308,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
194,"ENSG00000167615.17","LENG8","greenyellow",20,0.727519939567509,0.285125171466268,FALSE,"chr19","+",54449612,54349612,54549612,"chr19_54375882_54376058_MLT1J2",54375882,54376058,"-","MLT1J2","ERVL-MaLR","LTR_or_other",33.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",73554,"upstream",-73554,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
195,"ENSG00000167615.17","LENG8","greenyellow",20,0.727519939567509,0.285125171466268,FALSE,"chr19","+",54449612,54349612,54549612,"chr19_54373725_54373883_MLT1J2",54373725,54373883,"-","MLT1J2","ERVL-MaLR","LTR_or_other",34,1,"E108",FALSE,TRUE,FALSE,"EnhA2",75729,"upstream",-75729,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
196,"ENSG00000140688.17","RUSF1","greenyellow",3,0.79551634473466,0.284997183241554,FALSE,"chr16","-",31509167,31409167,31609167,"chr16_31505138_31505539_LTR5B",31505138,31505539,"+","LTR5B","ERVK","LTR_or_other",7.7,1,"E108",FALSE,TRUE,FALSE,"EnhG1",3628,"downstream",3628,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
